x,y,z
0.08764,0.010051,0.050823
0.083755,0.0086501,0.050598
0.088011,0.0078416,0.017392
0.089833,0.021896,0.068749
0.089153,0.033619,0.037942
0.084627,0.027633,0.043737
0.08838,0.019461,0.06798
0.091865,0.029043,0.046487
0.089999,0.023205,0.068739
0.088932,0.032209,0.058656
0.08913,0.028828,0.065197
0.090781,0.014986,0.073819
0.087193,0.03583,0.036498
0.090332,0.0025302,0.028801
0.088556,0.037413,0.048922
0.088817,0.038708,0.045927
0.087841,0.017603,0.069883
0.0891,0.033161,0.054408
0.089333,0.016033,0.067419
0.092117,0.014204,0.06799
0.09003,0.033905,0.046517
0.089127,0.031565,0.044984
0.090584,0.0043555,0.073704
0.087869,0.023087,0.02449
0.088772,0.0064316,0.039605
0.088561,0.033027,0.03841
0.089925,0.028432,0.027541
0.087349,0.0028385,0.031874
0.091142,0.014194,0.022468
0.09075,0.010704,0.076813
0.089365,0.0027641,0.05833
0.088115,0.02158,0.056621
0.089381,0.015567,0.034079
0.088241,0.018721,0.035154
0.084755,0.002437,0.042908
0.087871,0.0040322,0.018424
0.087459,0.0028562,0.053632
0.087974,0.031231,0.027143
0.091173,0.029816,0.061258
0.092029,0.0045746,0.068471
0.091878,0.00634,0.073958
0.090198,0.028732,0.046566
0.088809,0.039049,0.036891
0.088663,0.0038535,0.040508
0.087464,0.034866,0.029015
0.087392,0.038738,0.034539
0.090147,0.03587,0.033717
0.089786,0.012479,0.029905
0.091823,0.021827,0.058276
0.089359,0.018114,0.064215
0.092014,0.0092981,0.075048
0.087923,0.0025651,0.023464
0.091933,0.020879,0.053757
0.090578,0.034096,0.036495
0.088815,0.003345,0.037404
0.094211,0.0058175,0.051154
0.093187,0.019455,0.064509
0.091882,0.030018,0.036434
0.091961,0.030263,0.048238
0.091444,0.031963,0.05233
0.090419,0.036892,0.043834
0.092819,0.01951,0.063779
0.090548,0.024141,0.056587
0.083886,0.0024033,0.034
0.090025,0.034625,0.038719
0.090908,0.030356,0.029869
0.092704,0.029474,0.042898
0.09197,0.025781,0.055643
0.090535,0.028273,0.039296
0.093324,0.020499,0.057989
0.091608,0.006579,0.022848
0.090905,0.012675,0.028755
0.091487,0.011546,0.025581
0.093022,0.025564,0.062446
0.091284,0.023211,0.035621
0.090086,0.011996,0.030944
0.092117,0.029317,0.056211
0.092086,0.017561,0.04203
0.091926,0.026651,0.056964
0.090807,0.020224,0.032745
0.091042,0.011242,0.022052
0.089153,0.0030385,0.022622
0.093519,0.021009,0.060709
0.092849,0.0036541,0.059371
0.092299,0.030039,0.033601
0.090483,0.0086784,0.051625
0.091683,0.026623,0.035253
0.09155,0.012299,0.027393
0.095219,0.025957,0.053137
0.092871,0.015022,0.025275
0.09221,0.024132,0.03263
0.09315,0.025084,0.059484
0.093634,0.029882,0.050215
0.092748,0.024749,0.031013
0.0958,0.0065289,0.06431
0.09265,0.019387,0.0335
0.091878,0.0031058,0.054528
0.09419,0.010671,0.027078
0.093061,0.013603,0.03148
0.093649,0.0082845,0.069288
0.093194,0.020358,0.030408
0.092143,0.003124,0.026619
0.093427,0.0035659,0.06235
0.095142,0.0054199,0.059283
0.093582,0.012658,0.040842
0.094483,0.0039949,0.039907
0.095913,0.02057,0.054744
0.091722,0.012147,0.024309
0.093415,0.016874,0.028718
0.09355,0.0029931,0.047188
0.090795,0.0061222,0.041188
0.093917,0.0062015,0.051525
0.094255,0.028249,0.046517
0.094165,0.011903,0.029892
0.093131,0.028603,0.040758
0.094764,0.019729,0.050116
0.091971,0.015995,0.041229
0.096002,0.0089866,0.065398
0.093422,0.01052,0.04232
0.094943,0.01748,0.050056
0.095458,0.017617,0.063307
0.095254,0.016668,0.051014
0.095459,0.0052834,0.041053
0.095665,0.023629,0.03793
0.092614,0.017224,0.042689
0.096933,0.024114,0.044378
0.094902,0.016785,0.032384
0.092293,0.0080598,0.042196
0.095446,0.019491,0.058315
0.094417,0.021796,0.053973
0.094789,0.020425,0.052174
0.095269,0.0073547,0.042347
0.092337,0.0041797,0.024615
0.094083,0.023203,0.035419
0.09348,0.003106,0.04466
0.096163,0.02155,0.049976
0.096331,0.005927,0.05153
0.094266,0.0031335,0.035226
0.096102,0.024455,0.051838
0.096405,0.016921,0.060307
0.096787,0.019709,0.054139
0.096156,0.016901,0.039858
0.095742,0.025756,0.041767
0.094811,0.0051495,0.043031
0.096616,0.010735,0.041877
0.097259,0.015564,0.038956
0.095841,0.020456,0.042006
0.096678,0.020228,0.039676
0.09703,0.0094773,0.060658
0.09787,0.01977,0.048441
0.09566,0.0045328,0.032448
0.09745,0.017602,0.037354
0.094161,0.012301,0.041434
0.098755,0.011863,0.056526
0.095266,0.0070222,0.027435
0.098143,0.016924,0.05541
0.096487,0.010084,0.042172
0.097281,0.019717,0.043501
0.098036,0.0070351,0.054535
0.096719,0.0085894,0.030909
0.098228,0.0090634,0.03517
0.099101,0.011056,0.052815
0.098551,0.013755,0.053035
0.098457,0.0093425,0.039551
0.099664,0.014149,0.047589
0.097569,0.0055759,0.048429
0.096476,0.019505,0.035247
0.098059,0.0068086,0.03807
0.098712,0.0088787,0.052334
0.097181,0.0061308,0.044813
0.09809,0.019106,0.044395
0.098719,0.012523,0.050913
0.099484,0.0094901,0.04658
0.099684,0.012576,0.045454
-0.078969,-0.015089,0.048202
-0.078227,-0.012197,0.050496
-0.07891,-0.014035,0.054979
-0.078803,-0.018277,0.053286
-0.077442,-0.010746,0.056104
-0.078166,-0.014934,0.043808
-0.077782,-0.012594,0.059381
-0.077918,-0.02197,0.05424
-0.077534,-0.015127,0.061202
-0.07823,-0.020754,0.043139
-0.077266,-0.012181,0.045957
-0.074412,-0.011868,0.067262
-0.078069,-0.023136,0.046188
-0.074607,-0.013911,0.067721
-0.075962,-0.027871,0.04709
-0.075719,-0.025174,0.057919
-0.074335,-0.010645,0.065808
-0.076344,-0.025655,0.04022
-0.075518,-0.0095059,0.057877
-0.077375,-0.01795,0.039387
-0.075756,-0.010518,0.049013
-0.07552,-0.018703,0.06506
-0.074716,-0.022608,0.063032
-0.075326,-0.028229,0.040751
-0.076155,-0.026113,0.053916
-0.075263,-0.013488,0.039297
-0.073482,-0.025279,0.062959
-0.075541,-0.027077,0.050909
-0.072878,-0.017487,0.06817
-0.075623,-0.020729,0.035134
-0.073232,-0.024579,0.065449
-0.072608,-0.011075,0.049299
-0.073342,-0.020616,0.068308
-0.073535,-0.024206,0.061719
-0.072765,-0.012,0.044679
-0.074193,-0.030143,0.04508
-0.071959,-0.0097107,0.066977
-0.072294,-0.031571,0.054743
-0.076301,-0.017197,0.036977
-0.073305,-0.029237,0.053308
-0.071773,-0.014811,0.070288
-0.071589,-0.031182,0.061012
-0.072814,-0.011908,0.048081
-0.073613,-0.029288,0.05801
-0.072087,-0.013158,0.06998
-0.071066,-0.027632,0.066131
-0.071877,-0.0083131,0.059875
-0.073125,-0.016127,0.033943
-0.073161,-0.012605,0.039931
-0.072294,-0.0080429,0.051657
-0.073261,-0.028207,0.052873
-0.073811,-0.031554,0.050908
-0.072575,-0.012346,0.04423
-0.074357,-0.029401,0.039345
-0.072285,-0.012299,0.041995
-0.070266,-0.019642,0.075214
-0.07298,-0.020752,0.032159
-0.071114,-0.03028,0.033731
-0.072098,-0.017139,0.071869
-0.06972,-0.037369,0.051256
-0.071389,-0.012251,0.070299
-0.071539,-0.012754,0.049439
-0.069647,-0.0057247,0.058194
-0.070979,-0.03308,0.057219
-0.070212,-0.010385,0.068681
-0.068682,-0.01625,0.066152
-0.071472,-0.032128,0.056057
-0.070333,-0.0076118,0.043855
-0.069836,-0.014806,0.068644
-0.071244,-0.027302,0.052502
-0.072751,-0.0249,0.032207
-0.070083,-0.016502,0.041936
-0.07077,-0.015451,0.045128
-0.072235,-0.0097585,0.04963
-0.070979,-0.011224,0.07138
-0.072044,-0.034921,0.045309
-0.068934,-0.025691,0.073948
-0.068751,-0.017171,0.051303
-0.072506,-0.030951,0.054492
-0.068652,-0.037136,0.055965
-0.072325,-0.012309,0.041864
-0.069111,-0.017691,0.04498
-0.069728,-0.016828,0.04558
-0.069164,-0.014457,0.077209
-0.06919,-0.014332,0.03581
-0.070534,-0.011036,0.069319
-0.069802,-0.015782,0.051126
-0.068616,-0.0054982,0.050991
-0.068642,-0.0083766,0.069152
-0.067873,-0.015416,0.078671
-0.070115,-0.014436,0.040241
-0.068227,-0.021374,0.077306
-0.069136,-0.013121,0.049376
-0.070863,-0.027147,0.051704
-0.069956,-0.013733,0.036798
-0.068429,-0.0053429,0.046741
-0.069998,-0.036483,0.040057
-0.069336,-0.033029,0.062423
-0.068316,-0.034255,0.0325
-0.06752,-0.005101,0.064169
-0.068942,-0.033594,0.058996
-0.068292,-0.0064985,0.049243
-0.069508,-0.013622,0.036434
-0.068375,-0.014889,0.065217
-0.068189,-0.0047102,0.053361
-0.072713,-0.01795,0.032578
-0.068602,-0.0082746,0.069772
-0.068435,-0.0053875,0.042882
-0.067244,-0.014262,0.07879
-0.064918,-0.0094965,0.078847
-0.067227,-0.012843,0.06744
-0.070341,-0.010734,0.048375
-0.068838,-0.038698,0.045223
-0.068066,-0.017767,0.046846
-0.067315,-0.016355,0.065149
-0.067493,-0.028482,0.053432
-0.068383,-0.012785,0.049445
-0.06712,-0.0099161,0.04985
-0.06696,-0.020538,0.07825
-0.067055,-0.013094,0.079386
-0.066864,-0.025565,0.076155
-0.06996,-0.0091741,0.040737
-0.06571,-0.011256,0.078266
-0.066556,-0.040036,0.048827
-0.066837,-0.015214,0.066934
-0.066098,-0.010528,0.080802
-0.067349,-0.018353,0.049946
-0.067726,-0.033802,0.03143
-0.067141,-0.037556,0.036399
-0.066615,-0.015442,0.065726
-0.070452,-0.0098042,0.04862
-0.065882,-0.031136,0.057109
-0.066252,-0.037731,0.056787
-0.067171,-0.033969,0.062536
-0.067207,-0.0055509,0.035535
-0.070417,-0.027228,0.031073
-0.066281,-0.013337,0.066787
-0.065537,-0.013881,0.050594
-0.064468,-0.015184,0.077833
-0.064718,-0.0058171,0.073678
-0.066076,-0.033078,0.060489
-0.063792,-0.0038936,0.063595
-0.063871,-0.013277,0.076472
-0.064576,-0.030584,0.05604
-0.063796,-0.033999,0.072126
-0.066324,-0.0043811,0.047838
-0.06836,-0.025667,0.030388
-0.066612,-0.039856,0.043894
-0.068464,-0.033788,0.059876
-0.068334,-0.0066915,0.049311
-0.064344,-0.0044642,0.066847
-0.065817,-0.015662,0.082556
-0.067304,-0.0078755,0.049534
-0.065796,-0.018175,0.051939
-0.065908,-0.010973,0.082705
-0.066314,-0.014649,0.078571
-0.066904,-0.035882,0.059466
-0.065557,-0.017658,0.083003
-0.068058,-0.03105,0.069818
-0.065128,-0.01102,0.052586
-0.065126,-0.015896,0.050648
-0.065338,-0.025661,0.030627
-0.066182,-0.039975,0.043716
-0.063019,-0.030897,0.073862
-0.06309,-0.0039626,0.05863
-0.065688,-0.038885,0.059628
-0.064964,-0.039354,0.051277
-0.066408,-0.0051213,0.034789
-0.065602,-0.039409,0.050068
-0.064811,-0.032051,0.058465
-0.066387,-0.040121,0.049255
-0.065641,-0.036318,0.064931
-0.068525,-0.017736,0.032786
-0.063584,-0.0081059,0.080539
-0.065416,-0.0095733,0.052978
-0.063702,-0.021809,0.076861
-0.066329,-0.038679,0.038404
-0.064726,-0.016546,0.049627
-0.065189,-0.039634,0.040955
-0.062535,-0.019399,0.089612
-0.067324,-0.007521,0.033502
-0.061829,-0.013661,0.090366
-0.064195,-0.009697,0.055837
-0.063617,-0.041499,0.055194
-0.06423,-0.038301,0.044235
-0.064045,-0.022409,0.03066
-0.064099,-0.037804,0.051033
-0.064117,-0.030749,0.057279
-0.064544,-0.0076619,0.078147
-0.066155,-0.017541,0.052209
-0.062989,-0.0044118,0.070859
-0.064518,-0.041972,0.051677
-0.064471,-0.018624,0.049861
-0.065669,-0.039565,0.042319
-0.065442,-0.0063602,0.03304
-0.063284,-0.014012,0.075885
-0.063816,-0.022365,0.077945
-0.066281,-0.033242,0.03031
-0.063774,-0.017873,0.050325
-0.064165,-0.038425,0.041135
-0.063182,-0.037073,0.043301
-0.065511,-0.011068,0.078106
-0.061147,-0.003457,0.047986
-0.06349,-0.027297,0.074336
-0.063592,-0.022208,0.08602
-0.063844,-0.0084823,0.051734
-0.063862,-0.025823,0.082394
-0.064019,-0.024247,0.075397
-0.061603,-0.0078794,0.085318
-0.064921,-0.042593,0.049769
-0.063556,-0.028279,0.080072
-0.062831,-0.015392,0.0753
-0.064254,-0.016901,0.080437
-0.066725,-0.035476,0.059013
-0.064664,-0.037821,0.054714
-0.060962,-0.0049294,0.078281
-0.063401,-0.037003,0.040499
-0.063116,-0.022237,0.030902
-0.065505,-0.0086455,0.050805
-0.063426,-0.036116,0.069374
-0.062032,-0.0073045,0.079231
-0.064209,-0.043273,0.041433
-0.062743,-0.038887,0.064738
-0.063235,-0.033631,0.054954
-0.063846,-0.016391,0.031039
-0.059073,-0.02041,0.071785
-0.06312,-0.028868,0.05639
-0.065338,-0.038995,0.032677
-0.062681,-0.0033887,0.037678
-0.062738,-0.032791,0.054958
-0.06169,-0.032644,0.072588
-0.063413,-0.0057281,0.04997
-0.062644,-0.01444,0.076113
-0.06181,-0.01131,0.031156
-0.058463,-0.030998,0.088445
-0.06433,-0.028944,0.055444
-0.059435,-0.0034358,0.053394
-0.061579,-0.0079153,0.079378
-0.062962,-0.040698,0.062326
-0.065237,-0.0043269,0.051906
-0.062457,-0.021,0.034472
-0.061434,-0.021581,0.074676
-0.064403,-0.023973,0.030957
-0.062908,-0.022446,0.035503
-0.061741,-0.038186,0.071017
-0.061321,-0.037896,0.065252
-0.063472,-0.017959,0.031193
-0.064626,-0.038946,0.054523
-0.062077,-0.016109,0.078576
-0.060792,-0.020923,0.091168
-0.061218,-0.035954,0.073413
-0.058853,-0.0078351,0.089245
-0.06205,-0.03104,0.077692
-0.059356,-0.0034706,0.073921
-0.060104,-0.0093928,0.078006
-0.061395,-0.024359,0.088132
-0.057546,-0.010206,0.09187
-0.06139,-0.029456,0.0553
-0.062756,-0.035584,0.050813
-0.063404,-0.017487,0.031702
-0.061925,-0.022643,0.038296
-0.06092,-0.039462,0.073374
-0.062107,-0.010943,0.054691
-0.060117,-0.0068089,0.081189
-0.060672,-0.0249,0.068122
-0.063171,-0.028424,0.077893
-0.059934,-0.019141,0.092316
-0.061531,-0.042436,0.053882
-0.061008,-0.042814,0.061943
-0.061052,-0.036136,0.07143
-0.062576,-0.018669,0.031836
-0.061705,-0.035326,0.041457
-0.059699,-0.019897,0.091782
-0.061227,-0.0080811,0.04832
-0.062108,-0.034437,0.042064
-0.060693,-0.032288,0.078377
-0.063317,-0.036237,0.040262
-0.061997,-0.018825,0.036218
-0.062305,-0.018601,0.032053
-0.062574,-0.020951,0.031467
-0.060009,-0.022094,0.092222
-0.060066,-0.0064531,0.08266
-0.06164,-0.015463,0.074742
-0.059466,-0.0038304,0.066785
-0.065112,-0.04181,0.037618
-0.06202,-0.020311,0.031305
-0.060476,-0.012042,0.074606
-0.060785,-0.041443,0.062978
-0.060386,-0.018109,0.077602
-0.060992,-0.023902,0.074693
-0.059521,-0.037083,0.079453
-0.060365,-0.035371,0.068877
-0.060651,-0.0037339,0.035861
-0.061132,-0.038383,0.067729
-0.061435,-0.021426,0.039366
-0.060716,-0.01197,0.057173
-0.061346,-0.0089046,0.054075
-0.058989,-0.027454,0.068812
-0.061085,-0.036017,0.042352
-0.06176,-0.0061263,0.049366
-0.057175,-0.031464,0.072613
-0.056206,-0.019416,0.089553
-0.060217,-0.017068,0.077462
-0.061727,-0.031137,0.080618
-0.058208,-0.031442,0.069151
-0.05853,-0.045934,0.053756
-0.059718,-0.039063,0.06499
-0.06042,-0.043089,0.065485
-0.057979,-0.034634,0.076626
-0.059803,-0.010144,0.076391
-0.06303,-0.010045,0.056761
-0.058629,-0.011072,0.050984
-0.058125,-0.033507,0.067519
-0.058786,-0.022306,0.069049
-0.057992,-0.020066,0.094721
-0.06268,-0.014242,0.030657
-0.057849,-0.04488,0.070282
-0.058702,-0.019107,0.074274
-0.057309,-0.024709,0.095428
-0.060068,-0.0086549,0.048511
-0.060141,-0.032872,0.051108
-0.061615,-0.046168,0.043817
-0.057735,-0.044665,0.053525
-0.060583,-0.045745,0.052859
-0.062526,-0.024584,0.029738
-0.059281,-0.037774,0.052035
-0.058072,-0.035272,0.063345
-0.060319,-0.015122,0.09205
-0.062936,-0.044872,0.049571
-0.060072,-0.036564,0.053102
-0.062077,-0.04107,0.03076
-0.060564,-0.039608,0.053142
-0.06267,-0.004814,0.049267
-0.053036,-0.0031214,0.05984
-0.057404,-0.018976,0.091046
-0.058173,-0.048482,0.051671
-0.059265,-0.02366,0.066639
-0.057429,-0.018745,0.092667
-0.060797,-0.042385,0.053787
-0.059127,-0.01709,0.075057
-0.058731,-0.0047725,0.082149
-0.060358,-0.012847,0.056335
-0.060204,-0.0055796,0.051391
-0.057854,-0.04202,0.077595
-0.058693,-0.046579,0.032989
-0.059002,-0.018172,0.072626
-0.058915,-0.026478,0.072124
-0.057266,-0.038797,0.082695
-0.059508,-0.030819,0.053812
-0.05687,-0.016097,0.054139
-0.058313,-0.031882,0.051366
-0.059968,-0.0071231,0.033189
-0.059207,-0.012384,0.057219
-0.058282,-0.023888,0.065926
-0.057654,-0.046877,0.056614
-0.054757,-0.0047817,0.087584
-0.058657,-0.016966,0.030882
-0.057279,-0.032576,0.076133
-0.063503,-0.037579,0.030085
-0.058747,-0.0081008,0.032204
-0.058005,-0.0041121,0.052428
-0.063159,-0.017965,0.031021
-0.055078,-0.034222,0.080722
-0.057911,-0.014454,0.057028
-0.056184,-0.036477,0.086005
-0.055533,-0.026416,0.066116
-0.055678,-0.028385,0.067287
-0.056689,-0.034928,0.082136
-0.059197,-0.0091718,0.054064
-0.059541,-0.039714,0.063273
-0.056958,-0.035467,0.052189
-0.058496,-0.022715,0.068396
-0.05627,-0.02122,0.096543
-0.056387,-0.0045645,0.065293
-0.058749,-0.0061597,0.052174
-0.056237,-0.037575,0.062259
-0.058623,-0.022656,0.030193
-0.055527,-0.037953,0.063285
-0.059584,-0.0033386,0.06403
-0.056891,-0.015281,0.052931
-0.053179,-0.019401,0.093331
-0.057824,-0.047981,0.042455
-0.056514,-0.0024394,0.040896
-0.052835,-0.042162,0.055034
-0.05536,-0.037676,0.064391
-0.055735,-0.0082764,0.091399
-0.055707,-0.018184,0.088482
-0.056762,-0.013623,0.051992
-0.059199,-0.0042998,0.051807
-0.055363,-0.016661,0.054683
-0.057682,-0.031749,0.052402
-0.05719,-0.0040412,0.061356
-0.055761,-0.025875,0.069104
-0.057637,-0.035763,0.067215
-0.055441,-0.045015,0.056819
-0.055815,-0.040356,0.083527
-0.059285,-0.0058285,0.034064
-0.055589,-0.01023,0.091935
-0.057962,-0.048728,0.040041
-0.053572,-0.0034455,0.083351
-0.054153,-0.019342,0.095131
-0.055903,-0.020594,0.087505
-0.05699,-0.02837,0.02924
-0.055635,-0.029336,0.069425
-0.056271,-0.034324,0.062719
-0.055183,-0.0030919,0.047631
-0.05466,-0.019391,0.085636
-0.053232,-0.025924,0.099372
-0.055957,-0.0086378,0.064951
-0.056521,-0.031645,0.090504
-0.057368,-0.046681,0.056885
-0.055995,-0.0048374,0.035855
-0.058616,-0.048756,0.048254
-0.054796,-0.020638,0.097842
-0.056674,-0.0059262,0.036646
-0.056311,-0.03238,0.06731
-0.05555,-0.0038813,0.054526
-0.056832,-0.044961,0.030332
-0.05667,-0.0052767,0.035189
-0.053126,-0.020571,0.088347
-0.05599,-0.024508,0.067091
-0.054424,-0.01508,0.095136
-0.056667,-0.0068417,0.063864
-0.055262,-0.033015,0.065295
-0.05307,-0.02097,0.083814
-0.055785,-0.040278,0.050363
-0.054863,-0.047907,0.059611
-0.057338,-0.047828,0.056529
-0.054019,-0.037938,0.089639
-0.054465,-0.043411,0.05145
-0.053989,-0.035875,0.089316
-0.055731,-0.033739,0.071498
-0.055396,-0.032187,0.078108
-0.059317,-0.045747,0.059797
-0.057881,-0.0061878,0.052886
-0.054314,-0.0058467,0.089244
-0.059504,-0.036593,0.028955
-0.057179,-0.040452,0.053348
-0.053034,-0.030368,0.080221
-0.054716,-0.0083369,0.054324
-0.056076,-0.028813,0.094408
-0.052553,-0.034458,0.087901
-0.052995,-0.028266,0.064437
-0.052834,-0.036627,0.073781
-0.054174,-0.0045588,0.068857
-0.055243,-0.0034416,0.062042
-0.054072,-0.030902,0.065062
-0.052761,-0.020418,0.10126
-0.054415,-0.01288,0.09094
-0.054505,-0.013632,0.096419
-0.058074,-0.032816,0.083385
-0.054857,-0.034812,0.062172
-0.057369,-0.0034237,0.069038
-0.054,-0.011117,0.054934
-0.054692,-0.033134,0.063547
-0.054763,-0.0043587,0.06781
-0.05277,-0.031226,0.068597
-0.053445,-0.01289,0.098379
-0.055974,-0.014583,0.056159
-0.053738,-0.021608,0.085317
-0.051922,-0.016996,0.055487
-0.055327,-0.0066031,0.038138
-0.054236,-0.035181,0.051991
-0.055209,-0.039199,0.029022
-0.052812,-0.0045342,0.072411
-0.056127,-0.047804,0.059169
-0.055563,-0.015275,0.032659
-0.054649,-0.0039865,0.067543
-0.057535,-0.033636,0.071036
-0.050833,-0.018976,0.084184
-0.058102,-0.04648,0.063305
-0.054088,-0.0024542,0.041131
-0.055256,-0.03002,0.037444
-0.054082,-0.0055482,0.036482
-0.054382,-0.03644,0.050639
-0.054057,-0.027001,0.066067
-0.054493,-0.03194,0.035916
-0.051828,-0.016622,0.087208
-0.054779,-0.031754,0.03701
-0.053278,-0.041682,0.087162
-0.052115,-0.020416,0.091899
-0.053966,-0.043792,0.057107
-0.054221,-0.049815,0.059716
-0.051176,-0.01897,0.090843
-0.052244,-0.046059,0.058351
-0.053613,-0.0047077,0.069742
-0.055019,-0.00383,0.05497
-0.051169,-0.034806,0.094516
-0.05383,-0.013706,0.05682
-0.05236,-0.04607,0.080019
-0.051129,-0.014526,0.10066
-0.053375,-0.030979,0.064446
-0.0524,-0.029667,0.09714
-0.054998,-0.030058,0.034535
-0.05217,-0.010671,0.093264
-0.051516,-0.0058517,0.094344
-0.054341,-0.025866,0.037827
-0.052149,-0.032299,0.069517
-0.051298,-0.0040408,0.057957
-0.05134,-0.019286,0.1021
-0.053667,-0.046169,0.030915
-0.056684,-0.0081918,0.032451
-0.05179,-0.004313,0.085845
-0.054242,-0.029664,0.032604
-0.053302,-0.052229,0.044194
-0.048612,-0.019929,0.084193
-0.054584,-0.040805,0.029792
-0.053291,-0.042584,0.051047
-0.053812,-0.0087957,0.06818
-0.052566,-0.0052327,0.07054
-0.052556,-0.04901,0.071373
-0.054241,-0.010608,0.055196
-0.053191,-0.037388,0.052291
-0.052445,-0.0071706,0.071173
-0.053067,-0.028369,0.041216
-0.052992,-0.0073198,0.089609
-0.052995,-0.043661,0.05534
-0.046943,-0.035566,0.072449
-0.056288,-0.049068,0.042455
-0.049605,-0.0035687,0.070284
-0.051346,-0.02982,0.064816
-0.053554,-0.026248,0.041969
-0.055098,-0.030302,0.030086
-0.05107,-0.0056025,0.092199
-0.052109,-0.010098,0.096426
-0.052653,-0.015362,0.058603
-0.05387,-0.032223,0.091279
-0.053513,-0.041544,0.032764
-0.0534,-0.042337,0.031567
-0.052337,-0.01249,0.042857
-0.053238,-0.04328,0.030843
-0.05135,-0.012938,0.086948
-0.054243,-0.0071959,0.055074
-0.052893,-0.041233,0.035275
-0.051231,-0.042462,0.06047
-0.053265,-0.028174,0.032769
-0.051542,-0.04938,0.070094
-0.05301,-0.02424,0.039507
-0.052019,-0.047247,0.042189
-0.05334,-0.04892,0.060528
-0.049322,-0.052741,0.063052
-0.052676,-0.032164,0.035131
-0.052256,-0.044593,0.082032
-0.047159,-0.048753,0.086203
-0.052954,-0.007944,0.03975
-0.04896,-0.01564,0.10067
-0.054693,-0.045876,0.077179
-0.050968,-0.041429,0.055371
-0.053432,-0.050924,0.04229
-0.051969,-0.032982,0.074855
-0.052136,-0.02871,0.040489
-0.054928,-0.049695,0.03395
-0.054545,-0.0049921,0.036358
-0.053034,-0.0066801,0.056047
-0.049195,-0.011739,0.096655
-0.050037,-0.022227,0.10204
-0.049973,-0.0060176,0.098897
-0.051259,-0.050518,0.069921
-0.052216,-0.0094895,0.097363
-0.052456,-0.030223,0.033094
-0.052908,-0.03687,0.050469
-0.052787,-0.013316,0.092433
-0.051779,-0.027667,0.042402
-0.050391,-0.030414,0.065889
-0.052496,-0.030698,0.039291
-0.051676,-0.032177,0.08663
-0.051294,-0.034218,0.089486
-0.050267,-0.043621,0.061619
-0.050408,-0.0021109,0.051353
-0.050964,-0.036894,0.070217
-0.051275,-0.026175,0.10039
-0.055462,-0.050511,0.05575
-0.051105,-0.040418,0.051843
-0.053698,-0.04229,0.030429
-0.052492,-0.036847,0.051009
-0.054627,-0.0083401,0.040428
-0.050537,-0.040189,0.053706
-0.051951,-0.029529,0.031257
-0.051725,-0.012108,0.044451
-0.047755,-0.032726,0.095998
-0.049766,-0.03767,0.071073
-0.052403,-0.025807,0.042766
-0.057117,-0.031846,0.02918
-0.050146,-0.04965,0.077191
-0.049332,-0.026049,0.10058
-0.049403,-0.018101,0.083695
-0.050354,-0.046013,0.081161
-0.050372,-0.015987,0.08034
-0.04977,-0.01748,0.083286
-0.049065,-0.048944,0.062346
-0.049532,-0.012808,0.055957
-0.050299,-0.007735,0.043131
-0.051086,-0.038792,0.051129
-0.0495,-0.02411,0.034444
-0.052355,-0.051594,0.042
-0.049874,-0.018713,0.075814
-0.050117,-0.01483,0.079231
-0.049966,-0.051373,0.06341
-0.049354,-0.051974,0.067844
-0.053003,-0.024936,0.041707
-0.050525,-0.002389,0.04536
-0.051863,-0.005778,0.057327
-0.05229,-0.016212,0.054417
-0.052036,-0.0068752,0.038426
-0.054258,-0.048225,0.031414
-0.046036,-0.032946,0.081814
-0.048604,-0.0074004,0.10288
-0.051578,-0.033002,0.038104
-0.049348,-0.019722,0.088567
-0.049493,-0.048378,0.079166
-0.050796,-0.032552,0.068687
-0.050132,-0.040521,0.093072
-0.051256,-0.0096233,0.04062
-0.046592,-0.0028387,0.063847
-0.052815,-0.0036778,0.074753
-0.050791,-0.051036,0.068993
-0.049136,-0.010622,0.056226
-0.050433,-0.013427,0.058811
-0.048454,-0.043531,0.090102
-0.050819,-0.03104,0.082532
-0.047421,-0.0023943,0.057185
-0.052105,-0.012951,0.059064
-0.048948,-0.0049092,0.083849
-0.047197,-0.0059822,0.10304
-0.049068,-0.017205,0.08075
-0.050579,-0.0093004,0.039952
-0.048513,-0.044694,0.042237
-0.052013,-0.052574,0.042177
-0.049204,-0.04018,0.059171
-0.047756,-0.018625,0.10149
-0.050202,-0.0070605,0.040445
-0.049098,-0.047526,0.079418
-0.049463,-0.030276,0.096008
-0.04741,-0.048379,0.067839
-0.048382,-0.010169,0.10547
-0.051381,-0.011529,0.045055
-0.045826,-0.03084,0.07281
-0.05445,-0.021926,0.0309
-0.048204,-0.0037005,0.089844
-0.052622,-0.030321,0.0299
-0.050804,-0.020151,0.032062
-0.049283,-0.012504,0.05824
-0.049273,-0.048372,0.08182
-0.04878,-0.033002,0.067789
-0.049875,-0.024747,0.037832
-0.048301,-0.0060648,0.083674
-0.05237,-0.046338,0.030554
-0.050663,-0.045814,0.041738
-0.048,-0.033038,0.030359
-0.04782,-0.015238,0.10876
-0.049565,-0.0091247,0.10193
-0.050081,-0.0098737,0.047513
-0.050638,-0.053552,0.039877
-0.047815,-0.049877,0.082949
-0.044821,-0.0035305,0.060921
-0.048913,-0.035713,0.068224
-0.050004,-0.030954,0.030376
-0.049375,-0.012676,0.081612
-0.05074,-0.014287,0.043805
-0.045442,-0.033899,0.098742
